Nr. Ctapes;Dt. Movim;Cod. Historico;Tp. Documento;Cod. Empresa;Dt. Liq;Vl. Lancto;Ds. Aux;Ds. Doc;Cod. Empliq;Tp. Operação;Nr. Seqhistrelsub;Nr. Seqliq
10001;03/01/2025;910;3;1;03/01/2025;1657,59;325 796 1 TEXTIL REN;;1;D;1;744159
10001;07/01/2025;1040;3;1;07/01/2025;5596,23;85314307 VISA VISA ELECTRON CREDITO DE CARTAO;;1;C;1;744980
10001;07/01/2025;1040;3;1;07/01/2025;1954,65;86785010 VISA VISA ELECTRON CREDITO DE CARTAO;;1;C;1;744984
10001;07/01/2025;994;3;1;07/01/2025;2100;CREDITO BX  FAT  CLIENTE;;1;C;1;755232
10001;08/01/2025;1296;3;1;08/01/2025;105,15;;149547;1;C;1;746216
10001;08/01/2025;1296;3;1;08/01/2025;282,15;;149518;1;C;1;746219
10001;08/01/2025;1296;3;1;08/01/2025;46,15;;149495;1;C;1;746227
10001;09/01/2025;910;3;1;09/01/2025;3375,01;6 985 1 CLEBSON AUGU;;1;D;1;745671
10001;09/01/2025;1296;3;1;09/01/2025;9,72;;149693;1;C;1;747718
10001;10/01/2025;994;3;1;10/01/2025;1775,84;CREDITO BX  FAT  CLIENTE;;1;C;1;746250
10001;10/01/2025;994;3;1;10/01/2025;188;CREDITO BX  FAT  CLIENTE;;1;C;1;746402
10001;10/01/2025;1296;3;1;10/01/2025;1,97;;149778;1;C;1;747728
10001;11/01/2025;994;3;1;11/01/2025;48,82;CREDITO BX  FAT  CLIENTE;;1;C;1;747475
10001;13/01/2025;1296;3;1;13/01/2025;154,25;;149873;1;C;1;747745
10001;13/01/2025;1296;3;1;13/01/2025;66,83;;149960;1;C;1;747746
10001;13/01/2025;1296;3;1;13/01/2025;219,25;;149969;1;C;1;747748
10001;13/01/2025;994;3;1;13/01/2025;10,52;CREDITO BX  FAT  CLIENTE;;1;C;1;748178
10001;13/01/2025;994;3;1;13/01/2025;341,47;CREDITO BX  FAT  CLIENTE;;1;C;1;748179
10001;13/01/2025;1061;3;1;13/01/2025;8703,57;PAGTO AUTOMATICO;21977082;1;D;1;748549
10001;13/01/2025;1296;3;1;13/01/2025;111,05;;150059;1;C;1;750947
10001;14/01/2025;994;3;1;14/01/2025;136,21;CREDITO BX  FAT  CLIENTE;;1;C;1;748616
10001;14/01/2025;994;3;1;14/01/2025;372,65;CREDITO BX  FAT  CLIENTE;;1;C;1;748675
10001;14/01/2025;994;3;1;14/01/2025;58;CREDITO BX  FAT  CLIENTE;;1;C;1;748676
10001;14/01/2025;1296;3;1;14/01/2025;211,4;;150223;1;C;1;751016
10001;15/01/2025;994;3;1;15/01/2025;286,68;CREDITO BX  FAT  CLIENTE;;1;C;1;749469
10001;15/01/2025;994;3;1;15/01/2025;47;CREDITO BX  FAT  CLIENTE;;1;C;1;750010
10001;15/01/2025;910;3;1;15/01/2025;1256;865 652 3 CENTRAL DE;;1;D;1;750113
10001;15/01/2025;910;3;1;15/01/2025;30,66;35 470 1 TAM LINHAS;;1;D;1;750140
10001;15/01/2025;910;3;1;15/01/2025;55;35 391 1 TAM LINHAS;;1;D;1;750143
10001;15/01/2025;910;3;1;15/01/2025;65;35 881 1 TAM LINHAS;;1;D;1;750145
10001;15/01/2025;910;3;1;15/01/2025;104,4;35 790 1 TAM LINHAS;;1;D;1;750153
10001;15/01/2025;910;3;1;15/01/2025;194;35 773 1 TAM LINHAS;;1;D;1;750162
10001;15/01/2025;910;3;1;15/01/2025;317;35 393 1 TAM LINHAS;;1;D;1;750165
10001;15/01/2025;910;3;1;15/01/2025;348,5;35 776 1 TAM LINHAS;;1;D;1;750168
10001;15/01/2025;910;3;1;15/01/2025;804,25;13 215 18 ELITE CONS;;1;D;1;750482
10001;15/01/2025;1296;3;1;15/01/2025;148,25;;150328;1;C;1;751022
10001;15/01/2025;910;3;1;15/01/2025;121,84;713 293 3 MIRANDA CO;;1;D;1;751206
10001;15/01/2025;910;3;1;15/01/2025;155,02;6 223 6 ILUMINORTE I;;1;D;1;751208
10001;15/01/2025;910;3;1;15/01/2025;330,51;62 168 3 POTIGUAR AT;;1;D;1;751215
10001;15/01/2025;910;3;1;15/01/2025;1071,4;4 871 7 TECNO INDUST;;1;D;1;751223
10001;15/01/2025;910;3;1;15/01/2025;37,87;886 260 3 AGAE COMER;;1;D;1;751225
10001;15/01/2025;910;3;1;15/01/2025;21,41;171 8 CARTAO CAIXA;;1;D;1;753680
10001;15/01/2025;910;3;1;15/01/2025;89,8;898 8 CARTAO CAIXA;;1;D;1;753692
10001;15/01/2025;910;3;1;15/01/2025;109,98;93 581 2 CARTAO CAIX;;1;D;1;753757
10001;16/01/2025;994;3;1;16/01/2025;132,25;CREDITO BX  FAT  CLIENTE;;1;C;1;750723
10001;16/01/2025;1040;3;1;16/01/2025;1041,46;85314307 VISA VISA ELECTRON CREDITO DE CARTAO;;1;C;1;751042
10001;16/01/2025;1296;3;1;16/01/2025;285,33;;151013;1;C;1;751050
10001;16/01/2025;1296;3;1;16/01/2025;169,25;;151210;1;C;1;751056
10001;16/01/2025;1040;3;1;16/01/2025;2177,56;85314307 ELO CREDITO DE CARTAO;;1;C;1;751082
10001;17/01/2025;994;3;1;17/01/2025;246,46;CREDITO BX  FAT  CLIENTE;;1;C;1;751445
10001;17/01/2025;994;3;1;17/01/2025;1372,75;CREDITO BX  FAT  CLIENTE;;1;C;1;751447
10001;17/01/2025;1296;3;1;17/01/2025;139,25;;151573;1;C;1;752379
10001;17/01/2025;1296;3;1;17/01/2025;67,34;;151619;1;C;1;752380
10001;17/01/2025;1296;3;1;17/01/2025;26,36;;151604;1;C;1;752383
10001;17/01/2025;910;3;1;17/01/2025;218,19;3 214 4 CARTAO DE CR;;1;D;1;753894
10001;17/01/2025;910;3;1;17/01/2025;250,23;5 982 1 CARTAO DE CR;;1;D;1;753895
10001;20/01/2025;994;3;1;20/01/2025;99,1;CREDITO BX  FAT  CLIENTE;;1;C;1;752924
10001;20/01/2025;910;3;1;20/01/2025;2664,5;94 561 1 DESPESAS BA;;1;D;1;753345
10001;22/01/2025;994;3;1;22/01/2025;2700;CREDITO BX  FAT  CLIENTE;;1;C;1;753928
10001;22/01/2025;1061;3;1;22/01/2025;1355,7;PAGTO AUTOMATICO;18715082;1;D;1;754204
10001;23/01/2025;994;3;1;23/01/2025;533,44;CREDITO BX  FAT  CLIENTE;;1;C;1;754858
10001;23/01/2025;994;3;1;23/01/2025;1080,21;CREDITO BX  FAT  CLIENTE;;1;C;1;754863
10001;23/01/2025;910;3;1;23/01/2025;3502,53;4 598 1 IVANNA GABRI;;1;D;1;754970
10001;24/01/2025;1296;3;1;24/01/2025;181,25;;152418;1;C;1;756702
10001;24/01/2025;1296;3;1;24/01/2025;496,41;;152428;1;C;1;756710
10001;24/01/2025;910;3;1;24/01/2025;44,13;4 223 1 GURGELMIX MA;;1;D;1;757117
10001;24/01/2025;910;3;1;24/01/2025;97,6;6 530 1 ELAI DISTRIB;;1;D;1;757127
10001;24/01/2025;910;3;1;24/01/2025;475,33;490 650 4 TROCAFONE;;1;D;1;757135
10001;24/01/2025;910;3;1;24/01/2025;17,48;3 564 3 CARTAO DE CR;;1;D;1;757182
10001;24/01/2025;910;3;1;24/01/2025;1,59;615 465 1 CARTAO DE;;1;D;1;757200
10001;25/01/2025;994;3;1;25/01/2025;132;CREDITO BX  FAT  CLIENTE;;1;C;1;756060
10001;27/01/2025;505;3;1;27/01/2025;3,11;DESP  COB  BANCARIA;270.125/1;1;D;1;757138
10001;27/01/2025;910;3;1;27/01/2025;22,99;97 528 1 CARTAO DEBI;;1;D;1;757400
10001;27/01/2025;910;3;1;27/01/2025;3613,66;5 981 1 TOTVS S A;;1;D;1;757823
10001;28/01/2025;994;3;1;28/01/2025;140,93;CREDITO BX  FAT  CLIENTE;;1;C;1;757551
10001;28/01/2025;1040;3;1;28/01/2025;6029,96;85314307 MASTERCARD MAESTRO CREDITO DE CARTAO;;1;C;1;757690
10001;29/01/2025;910;3;1;29/01/2025;8160,72;78 565 1 MARCELO EDU;;1;D;1;758278
10001;29/01/2025;910;3;1;29/01/2025;657,04;986 565 1 TOTVS S A;;1;D;1;759790
10001;30/01/2025;910;3;1;30/01/2025;4001,55;654 165 465 1 TAM LI;;1;D;1;758863
10001;30/01/2025;1296;3;1;30/01/2025;145,98;;153114;1;C;1;758892
10001;31/01/2025;910;3;1;31/01/2025;15,22;4 841 1 CARTAO DEBIT;;1;D;1;759950
10001;01/02/2025;994;3;1;01/02/2025;145,5;CREDITO BX  FAT  CLIENTE;;1;C;1;760544
10001;01/02/2025;994;3;1;01/02/2025;315,57;CREDITO BX  FAT  CLIENTE;;1;C;1;760545
10001;01/02/2025;994;3;1;01/02/2025;89,2;CREDITO BX  FAT  CLIENTE;;1;C;1;760546
10001;03/02/2025;1040;3;1;03/02/2025;247,63;85314307 VISA VISA ELECTRON CREDITO DE CARTAO;;1;C;1;759676
10001;03/02/2025;994;3;1;03/02/2025;259,14;CREDITO BX  FAT  CLIENTE;;1;C;1;761014
10001;03/02/2025;1296;3;1;03/02/2025;292,87;;153523;1;C;1;761053
10001;03/02/2025;1296;3;1;03/02/2025;72,62;;153707;1;C;1;761188
10001;03/02/2025;910;3;1;03/02/2025;44;4 582 1 CARTAO DEBIT;;1;D;1;761816
10001;03/02/2025;910;3;1;03/02/2025;431,98;431 980 8 ITAU CROSB;;1;D;1;765005
10001;04/02/2025;910;3;1;04/02/2025;4216,45;4 854 1 FOLHA DE PAG;;1;D;1;762625
10001;04/02/2025;910;3;1;04/02/2025;125033,56;458 1 FOLHA DE PAGAM;;1;D;1;763150
10001;04/02/2025;910;3;1;04/02/2025;17445,13;6 538 1 FOLHA DE PAG;;1;D;1;775865
10001;04/02/2025;910;3;1;04/02/2025;5808,64;58 131 1 FOLHA DE PA;;1;D;1;775881
10001;05/02/2025;994;3;1;05/02/2025;88,5;CREDITO BX  FAT  CLIENTE;;1;C;1;762016
10001;05/02/2025;1296;3;1;05/02/2025;3,16;;153961;1;C;1;762320
10001;05/02/2025;1296;3;1;05/02/2025;272,65;;154016;1;C;1;762326
10001;06/02/2025;994;3;1;06/02/2025;1278,83;CREDITO BX  FAT  CLIENTE;;1;C;1;762653
10001;07/02/2025;1296;3;1;07/02/2025;776,54;;154262;1;C;1;764332
10001;10/02/2025;1040;3;1;10/02/2025;3,16;85314307 MASTERCARD MAESTRO CREDITO DE CARTAO;;1;C;1;764326
10001;10/02/2025;1296;3;1;10/02/2025;759,31;;154410;1;C;1;764360
10001;10/02/2025;1296;3;1;10/02/2025;124,87;;154366;1;C;1;764364
10001;10/02/2025;910;3;1;10/02/2025;178,5;8 571 2 CARTAO UNICR;;1;D;1;766667
10001;11/02/2025;511;3;1;11/02/2025;3423,8;RECEB  COB  BANCARIA;8;1;C;1;765139
10001;11/02/2025;910;3;1;11/02/2025;582,58;5 689 523 18 COMPANH;;1;D;1;765927
10001;11/02/2025;910;3;1;11/02/2025;110,67;1 4 CONSELHO REGIONA;;1;D;1;766010
10001;12/02/2025;910;3;1;12/02/2025;7349,41;855 768 3 CIA DE FIA;;1;D;1;766413
10001;12/02/2025;910;3;1;12/02/2025;9000;14 212 7 LUCAS RANGE;;1;D;1;766453
10001;13/02/2025;994;3;1;13/02/2025;8;CREDITO BX  FAT  CLIENTE;;1;C;1;766636
10001;13/02/2025;1296;3;1;13/02/2025;452,4;;155126;1;C;1;766848
10001;13/02/2025;1296;3;1;13/02/2025;192,96;;155109;1;C;1;766849
10001;13/02/2025;1296;3;1;13/02/2025;19,25;;155062;1;C;1;766850
10001;14/02/2025;994;3;1;14/02/2025;620,08;CREDITO BX  FAT  CLIENTE;;1;C;1;767351
10001;14/02/2025;994;3;1;14/02/2025;46,98;CREDITO BX  FAT  CLIENTE;;1;C;1;767509
10001;14/02/2025;1296;3;1;14/02/2025;286,55;;155228;1;C;1;768343
10001;14/02/2025;910;3;1;14/02/2025;9583,07;858 175 2 CIA DE FIA;;1;D;1;774472
10001;15/02/2025;994;3;1;15/02/2025;16,81;CREDITO BX  FAT  CLIENTE;;1;C;1;768222
10001;17/02/2025;994;3;1;17/02/2025;33,64;CREDITO BX  FAT  CLIENTE;;1;C;1;768371
10001;17/02/2025;994;3;1;17/02/2025;243;CREDITO BX  FAT  CLIENTE;;1;C;1;768373
10001;17/02/2025;994;3;1;17/02/2025;185;CREDITO BX  FAT  CLIENTE;;1;C;1;768530
10001;17/02/2025;910;3;1;17/02/2025;218,19;3 214 5 CARTAO DE CR;;1;D;1;770154
10001;17/02/2025;910;3;1;17/02/2025;9,99;659 4 CARTAO DE CRED;;1;D;1;770171
10001;17/02/2025;910;3;1;17/02/2025;112,42;701 754 6 MIRANDA CO;;1;D;1;770179
10001;17/02/2025;910;3;1;17/02/2025;118,6;729 047 12 MIRANDA C;;1;D;1;770180
10001;17/02/2025;910;3;1;17/02/2025;115,83;723 628 2 MIRANDA CO;;1;D;1;770208
10001;17/02/2025;910;3;1;17/02/2025;332,42;4 985 1 CARTAO DE CR;;1;D;1;770794
10001;17/02/2025;910;3;1;17/02/2025;79,76;7 459 8 CARTAO CAIXA;;1;D;1;772558
10001;17/02/2025;910;3;1;17/02/2025;108,99;36 946 1 TAM LINHAS;;1;D;1;773557
10001;17/02/2025;910;3;1;17/02/2025;130,86;37 097 1 TAM LINHAS;;1;D;1;773560
10001;17/02/2025;910;3;1;17/02/2025;185,06;36 592 1 TAM LINHAS;;1;D;1;773561
10001;17/02/2025;910;3;1;17/02/2025;315;37 260 1 TAM LINHAS;;1;D;1;773564
10001;17/02/2025;910;3;1;17/02/2025;97,77;426 650 1 DC IMPORTA;;1;D;1;776405
10001;18/02/2025;994;3;1;18/02/2025;152,2;CREDITO BX  FAT  CLIENTE;;1;C;1;769080
10001;18/02/2025;994;3;1;18/02/2025;635,97;CREDITO BX  FAT  CLIENTE;;1;C;1;769163
10001;18/02/2025;994;3;1;18/02/2025;1170,29;CREDITO BX  FAT  CLIENTE;;1;C;1;769164
10001;19/02/2025;1040;3;1;19/02/2025;126,29;85314307 VISA VISA ELECTRON CREDITO DE CARTAO;;1;C;1;769238
10001;19/02/2025;505;3;1;19/02/2025;3,11;DESP  COB  BANCARIA;190.225/1;1;D;1;769882
10001;19/02/2025;994;3;1;19/02/2025;152,2;CREDITO BX  FAT  CLIENTE;;1;C;1;769914
10001;19/02/2025;994;3;1;19/02/2025;23,55;CREDITO BX  FAT  CLIENTE;;1;C;1;769915
10001;19/02/2025;1296;3;1;19/02/2025;34,25;;155877;1;C;1;770038
10001;19/02/2025;1040;3;1;19/02/2025;1152,73;86785010 MASTERCARD MAESTRO CREDITO DE CARTAO;;1;C;1;770563
10001;20/02/2025;511;3;1;20/02/2025;151,3;RECEB  COB  BANCARIA;15;1;C;1;769883
10001;20/02/2025;994;3;1;20/02/2025;153;CREDITO BX  FAT  CLIENTE;;1;C;1;770353
10001;20/02/2025;1296;3;1;20/02/2025;3,86;;156090;1;C;1;770595
10001;21/02/2025;994;3;1;21/02/2025;147,07;CREDITO BX  FAT  CLIENTE;;1;C;1;771051
10001;21/02/2025;994;3;1;21/02/2025;363;CREDITO BX  FAT  CLIENTE;;1;C;1;771132
10001;21/02/2025;910;3;1;21/02/2025;82,4;4 581 1 POLICLINICA;;1;D;1;772059
10001;21/02/2025;910;3;1;21/02/2025;13723,41;2 656 216 2 CAIXA EC;;1;D;1;772178
10001;21/02/2025;1061;3;1;21/02/2025;4048,8;PAGTO AUTOMATICO;21490082;1;D;1;772207
10001;22/02/2025;994;3;1;22/02/2025;629,85;CREDITO BX  FAT  CLIENTE;;1;C;1;771503
10001;22/02/2025;994;3;1;22/02/2025;45,6;CREDITO BX  FAT  CLIENTE;;1;C;1;771504
10001;22/02/2025;994;3;1;22/02/2025;143,9;CREDITO BX  FAT  CLIENTE;;1;C;1;771513
10001;22/02/2025;994;3;1;22/02/2025;5000;CREDITO BX  FAT  CLIENTE;;1;C;1;772983
10001;24/02/2025;994;3;1;24/02/2025;97;CREDITO BX  FAT  CLIENTE;;1;C;1;772853
10001;24/02/2025;1040;3;1;24/02/2025;2449,97;85314307 VISA VISA ELECTRON CREDITO DE CARTAO;;1;C;1;772944
10001;24/02/2025;1296;3;1;24/02/2025;633,25;;156479;1;C;1;773055
10001;24/02/2025;910;3;1;24/02/2025;39,9;64 372 2 KALUNGA;;1;D;1;774254
10001;24/02/2025;910;3;1;24/02/2025;21,6;37 041 5 RB CADEIRAS;;1;D;1;774324
10001;24/02/2025;910;3;1;24/02/2025;1500;458 1 CONDOMINIO DO;;1;D;1;774419
10001;25/02/2025;994;3;1;25/02/2025;209,19;CREDITO BX  FAT  CLIENTE;;1;C;1;773709
10001;26/02/2025;1040;3;1;26/02/2025;271,7;85314307 VISA VISA ELECTRON CREDITO DE CARTAO;;1;C;1;773786
10001;26/02/2025;994;3;1;26/02/2025;250;CREDITO BX  FAT  CLIENTE;;1;C;1;774523
10001;26/02/2025;994;3;1;26/02/2025;138;CREDITO BX  FAT  CLIENTE;;1;C;1;774525
10001;26/02/2025;994;3;1;26/02/2025;450,36;CREDITO BX  FAT  CLIENTE;;1;C;1;774649
10001;26/02/2025;1040;3;1;26/02/2025;810,62;85314307 VISA VISA ELECTRON CREDITO DE CARTAO;;1;C;1;775477
10001;27/02/2025;994;3;1;27/02/2025;179;CREDITO BX  FAT  CLIENTE;;1;C;1;775370
10001;27/02/2025;1040;3;1;27/02/2025;961,3;85314307 VISA VISA ELECTRON CREDITO DE CARTAO;;1;C;1;775506
10001;27/02/2025;1296;3;1;27/02/2025;25,29;;156961;1;C;1;775514
10001;27/02/2025;910;3;1;27/02/2025;800;5 666 696 5 ELI COMU;;1;D;1;775684
10001;27/02/2025;910;3;1;27/02/2025;12790,21;12 313 1 FOLHA DE PA;;1;D;1;779088
10001;27/02/2025;910;3;1;27/02/2025;4849,09;654 652 1 FOLHA DE P;;1;D;1;779090
10001;28/02/2025;994;3;1;28/02/2025;192;CREDITO BX  FAT  CLIENTE;;1;C;1;776121
10001;28/02/2025;994;3;1;28/02/2025;553,04;CREDITO BX  FAT  CLIENTE;;1;C;1;776396
10001;28/02/2025;910;3;1;28/02/2025;11166,53;478 8 CAPITAL DE GIR;;1;D;1;776473
10001;28/02/2025;994;3;1;28/02/2025;140,93;CREDITO BX  FAT  CLIENTE;;1;C;1;776918
10001;28/02/2025;994;3;1;28/02/2025;186;CREDITO BX  FAT  CLIENTE;;1;C;1;777091
10001;01/03/2025;994;3;1;01/03/2025;1175,92;CREDITO BX  FAT  CLIENTE;;1;C;1;778025
10001;01/03/2025;994;3;1;01/03/2025;5,28;CREDITO BX  FAT  CLIENTE;;1;C;1;778027
10001;06/03/2025;994;3;1;06/03/2025;321;CREDITO BX  FAT  CLIENTE;;1;C;1;778453
10001;06/03/2025;1040;3;1;06/03/2025;74,31;85314307 ELO CREDITO DE CARTAO;;1;C;1;778637
10001;06/03/2025;994;3;1;06/03/2025;137;CREDITO BX  FAT  CLIENTE;;1;C;1;778679
10001;07/03/2025;1040;3;1;07/03/2025;44,64;85314307 VISA VISA ELECTRON CREDITO DE CARTAO;;1;C;1;778628
10001;07/03/2025;1040;3;1;07/03/2025;382,59;85314307 MASTERCARD MAESTRO CREDITO DE CARTAO;;1;C;1;779432
10001;10/03/2025;994;3;1;10/03/2025;47;CREDITO BX  FAT  CLIENTE;;1;C;1;780438
10001;10/03/2025;1040;3;1;10/03/2025;3662,06;85314307 MASTERCARD MAESTRO CREDITO DE CARTAO;;1;C;1;781712
10001;10/03/2025;910;3;1;10/03/2025;2957,5;2 664 2 MAJO LACRE T;;1;D;1;782075
10001;11/03/2025;994;3;1;11/03/2025;485,54;CREDITO BX  FAT  CLIENTE;;1;C;1;780994
10001;11/03/2025;994;3;1;11/03/2025;23,22;CREDITO BX  FAT  CLIENTE;;1;C;1;780995
10001;11/03/2025;910;3;1;11/03/2025;200;6 354 1 MAYCON DOUGL;;1;D;1;782124
10001;11/03/2025;910;3;1;11/03/2025;178,5;8 571 3 CARTAO UNICR;;1;D;1;785606
10001;12/03/2025;1040;3;1;12/03/2025;2015,84;85314307 MASTERCARD MAESTRO CREDITO DE CARTAO;;1;C;1;781992
10001;12/03/2025;1040;3;1;12/03/2025;863,02;85314307 VISA VISA ELECTRON CREDITO DE CARTAO;;1;C;1;781993
10001;12/03/2025;910;3;1;12/03/2025;2733,74;224 456 1 NOVAPELLI;;1;D;1;782149
10001;13/03/2025;994;3;1;13/03/2025;146,73;CREDITO BX  FAT  CLIENTE;;1;C;1;781575
10001;13/03/2025;994;3;1;13/03/2025;311,23;CREDITO BX  FAT  CLIENTE;;1;C;1;782014
10001;13/03/2025;1040;3;1;13/03/2025;2479,65;85314307 ELO CREDITO DE CARTAO;;1;C;1;782052
10001;14/03/2025;994;3;1;14/03/2025;200;CREDITO BX  FAT  CLIENTE;;1;C;1;782689
10001;14/03/2025;994;3;1;14/03/2025;77;CREDITO BX  FAT  CLIENTE;;1;C;1;782776
10001;14/03/2025;1040;3;1;14/03/2025;2034,64;85314307 MASTERCARD MAESTRO CREDITO DE CARTAO;;1;C;1;783380
10001;14/03/2025;910;3;1;14/03/2025;148,23;458 1 DALILA;;1;D;1;783427
10001;14/03/2025;994;3;1;14/03/2025;219,3;CREDITO BX  FAT  CLIENTE;;1;C;1;787992
10001;17/03/2025;1040;3;1;17/03/2025;334,89;100246346 MASTERCARD MAESTRO CREDITO DE CARTAO;177530;1;C;1;865033
10001;18/03/2025;994;3;1;18/03/2025;26,08;CREDITO BX  FAT  CLIENTE;;1;C;1;784325
10001;18/03/2025;1040;3;1;18/03/2025;3430,04;85314307 VISA VISA ELECTRON CREDITO DE CARTAO;;1;C;1;784451
10001;18/03/2025;994;3;1;18/03/2025;972,99;CREDITO BX  FAT  CLIENTE;;1;C;1;784484
10001;18/03/2025;994;3;1;18/03/2025;17,1;CREDITO BX  FAT  CLIENTE;;1;C;1;784485
10001;18/03/2025;910;3;1;18/03/2025;16071,36;170 640 3 DALILA;;1;D;1;784667
10001;18/03/2025;910;3;1;18/03/2025;115,83;723 628 3 MIRANDA CO;;1;D;1;786189
10001;18/03/2025;910;3;1;18/03/2025;199,84;608 651 2 GIGANTEC C;;1;D;1;786196
10001;18/03/2025;910;3;1;18/03/2025;330,52;62 168 5 POTIGUAR AT;;1;D;1;786201
10001;18/03/2025;910;3;1;18/03/2025;478,48;740 094 1 MIRANDA CO;;1;D;1;786204
10001;18/03/2025;910;3;1;18/03/2025;36,91;63 627 8 DIAFILME RE;;1;D;1;789530
10001;18/03/2025;910;3;1;18/03/2025;67,5;78 954 3 CARTAO CAIX;;1;D;1;789537
10001;18/03/2025;910;3;1;18/03/2025;89,8;898 10 CARTAO CAIXA;;1;D;1;789539
10001;18/03/2025;910;3;1;18/03/2025;32,77;5 884 8 CAIXARIA ALT;;1;D;1;789562
10001;18/03/2025;910;3;1;18/03/2025;1388,74;5 635 1 CARTAO CAIXA;;1;D;1;789571
10001;18/03/2025;910;3;1;18/03/2025;109,81;458 1 CARTAO DE CRED;;1;D;1;792622
10001;18/03/2025;910;3;1;18/03/2025;152,42;4 586 1 CARTAO DE CR;;1;D;1;792624
10001;18/03/2025;910;3;1;18/03/2025;640,69;5 559 2 CARTAO DE CR;;1;D;1;811809
10001;19/03/2025;505;3;1;19/03/2025;3,11;DESP  COB  BANCARIA;190.325/1;1;D;1;785109
10001;19/03/2025;910;3;1;19/03/2025;79,16;75 202 2 AN INDUSTRI;;1;D;1;785395
10001;20/03/2025;1040;3;1;20/03/2025;75,1;85314307 VISA VISA ELECTRON CREDITO DE CARTAO;;1;C;1;785164
10001;20/03/2025;1296;3;1;20/03/2025;1399,25;;159522;1;C;1;786321
10001;20/03/2025;1296;3;1;20/03/2025;708,15;;159396;1;C;1;786324
10001;20/03/2025;994;3;1;20/03/2025;297,6;CREDITO BX  FAT  CLIENTE;;1;C;1;787912
10001;21/03/2025;511;3;1;21/03/2025;4409,38;RECEB  COB  BANCARIA;31;1;C;1;785853
10001;24/03/2025;1296;3;1;24/03/2025;444,45;;159738;1;C;1;787251
10001;24/03/2025;994;3;1;24/03/2025;134,3;CREDITO BX  FAT  CLIENTE;;1;C;1;787613
10001;24/03/2025;994;3;1;24/03/2025;973,68;CREDITO BX  FAT  CLIENTE;;1;C;1;787618
10001;24/03/2025;994;3;1;24/03/2025;407,55;CREDITO BX  FAT  CLIENTE;;1;C;1;787736
10001;24/03/2025;1296;3;1;24/03/2025;176,59;;159953;1;C;1;788077
10001;24/03/2025;1040;3;1;24/03/2025;328,83;100506496 MASTERCARD MAESTRO CREDITO DE CARTAO;184138;1;C;1;887884
10001;25/03/2025;994;3;1;25/03/2025;825,37;CREDITO BX  FAT  CLIENTE;;1;C;1;788403
10001;25/03/2025;910;3;1;25/03/2025;3709,83;4 582 1 IGOR ALEXAND;;1;D;1;788474
10001;26/03/2025;1296;3;1;26/03/2025;535,45;;160239;1;C;1;789093
10001;26/03/2025;1296;3;1;26/03/2025;95,59;;160290;1;C;1;789094
10001;26/03/2025;910;3;1;26/03/2025;44,27;2 434 6 DIAFILME REP;;1;D;1;789427
10001;27/03/2025;994;3;1;27/03/2025;2161,98;CREDITO BX  FAT  CLIENTE;;1;C;1;789449
10001;27/03/2025;994;3;1;27/03/2025;79,5;CREDITO BX  FAT  CLIENTE;;1;C;1;789638
10001;27/03/2025;910;3;1;27/03/2025;1258,97;6 565 1 TAM LINHAS A;;1;D;1;789674
10001;27/03/2025;910;3;1;27/03/2025;167,25;38 162 1 TAM LINHAS;;1;D;1;789675
10001;27/03/2025;910;3;1;27/03/2025;119,41;38 388 1 TAM LINHAS;;1;D;1;789676
10001;27/03/2025;1296;3;1;27/03/2025;69,98;;160457;1;C;1;790571
10001;28/03/2025;910;3;1;28/03/2025;3481,19;5 232 1 LUIZ CARLOS;;1;D;1;791590
10001;28/03/2025;910;3;1;28/03/2025;11522,45;3 691 9 CAPITAL DE G;;1;D;1;791969
10001;28/03/2025;910;3;1;28/03/2025;11166,53;478 9 CAPITAL DE GIR;;1;D;1;791970
10001;29/03/2025;994;3;1;29/03/2025;136;CREDITO BX  FAT  CLIENTE;;1;C;1;791510
10001;31/03/2025;1296;3;1;31/03/2025;314,25;;160770;1;C;1;791708
10001;31/03/2025;994;3;1;31/03/2025;50,75;CREDITO BX  FAT  CLIENTE;;1;C;1;792131
10001;31/03/2025;994;3;1;31/03/2025;62,54;CREDITO BX  FAT  CLIENTE;;1;C;1;792141
10001;31/03/2025;910;3;1;31/03/2025;5257,16;4 369 1 ANA ALICE SI;;1;D;1;792416
10001;31/03/2025;1040;3;1;31/03/2025;347,23;100506496 VISA VISA ELECTRON CREDITO DE CARTAO;177644;1;C;1;865149
10001;31/03/2025;1040;3;1;31/03/2025;347,23;100506496 VISA VISA ELECTRON CREDITO DE CARTAO;179625;1;C;1;870630
10001;01/04/2025;1296;3;1;01/04/2025;34,25;;161207;1;C;1;793212
10001;01/04/2025;910;3;1;01/04/2025;121,58;5 559 1 CARTAO DEBIT;;1;D;1;797515
10001;01/04/2025;910;3;1;01/04/2025;49;2 165 161 13 ITAU CR;;1;D;1;797785
10001;02/04/2025;511;3;1;02/04/2025;6596,43;RECEB  COB  BANCARIA;37;1;C;1;792791
10001;03/04/2025;994;3;1;03/04/2025;3360,48;CREDITO BX  FAT  CLIENTE;;1;C;1;793780
10001;03/04/2025;1296;3;1;03/04/2025;54,25;;161383;1;C;1;794365
10001;03/04/2025;994;3;1;03/04/2025;70;CREDITO BX  FAT  CLIENTE;;1;C;1;797158
10001;04/04/2025;994;3;1;04/04/2025;178,91;CREDITO BX  FAT  CLIENTE;;1;C;1;794702
