Nr. Ctapes;Dt. Movim;Cod. Historico;Tp. Documento;Cod. Empresa;Dt. Liq;Vl. Lancto;Ds. Aux;Ds. Doc;Cod. Empliq;Tp. Operação;Nr. Seqhistrelsub;Nr. Seqliq
10001;07/04/2025;1040;3;1;07/04/2025;151,79;100651755 VISA VISA ELECTRON CREDITO DE CARTAO;187825;1;C;1;904773
10001;08/04/2025;1296;3;1;08/04/2025;34,25;;162103;1;C;1;797137
10001;09/04/2025;994;3;1;09/04/2025;79,24;CREDITO BX  FAT  CLIENTE;;1;C;1;797631
10001;09/04/2025;1040;3;1;09/04/2025;4405,68;85314307 MASTERCARD MAESTRO CREDITO DE CARTAO;162436;1;C;1;797670
10001;09/04/2025;1296;3;1;09/04/2025;826,98;;162399;1;C;1;797684
10001;10/04/2025;910;3;1;10/04/2025;4400;5 565 1 MAILSON SARA;;1;D;1;798531
10001;10/04/2025;1296;3;1;10/04/2025;120,75;;162490;1;C;1;798587
10001;10/04/2025;910;3;1;10/04/2025;139,21;13 469 6 PREFEITURA;;1;D;1;798611
10001;10/04/2025;910;3;1;10/04/2025;11565,72;3 691 11 CAPITAL DE;;1;D;1;822063
10001;10/04/2025;910;3;1;10/04/2025;11565,72;3 691 13 CAPITAL DE;;1;D;1;822065
10001;10/04/2025;910;3;1;10/04/2025;11565,72;3 691 16 CAPITAL DE;;1;D;1;822068
10001;10/04/2025;910;3;1;10/04/2025;11183,29;478 11 CAPITAL DE GI;;1;D;1;822074
10001;10/04/2025;910;3;1;10/04/2025;11183,29;478 14 CAPITAL DE GI;;1;D;1;822077
10001;10/04/2025;910;3;1;10/04/2025;11183,29;478 16 CAPITAL DE GI;;1;D;1;822079
10001;10/04/2025;910;3;1;10/04/2025;11183,29;478 17 CAPITAL DE GI;;1;D;1;822080
10001;11/04/2025;505;3;1;11/04/2025;6,22;DESP  COB  BANCARIA;110.425/1;1;D;1;800546
10001;11/04/2025;910;3;1;11/04/2025;182,38;563 325 896 19 COMPA;;1;D;1;800588
10001;11/04/2025;910;3;1;11/04/2025;562,53;63 187 9 COSERN   NO;;1;D;1;800591
10001;14/04/2025;994;3;1;14/04/2025;3412,22;CREDITO BX  FAT  CLIENTE;;1;C;1;800587
10001;14/04/2025;1040;3;1;14/04/2025;197,43;85314307 MASTERCARD MAESTRO CREDITO DE CARTAO;163071;1;C;1;800720
10001;14/04/2025;1296;3;1;14/04/2025;103,54;;162886;1;C;1;800776
10001;14/04/2025;994;3;1;14/04/2025;101,47;CREDITO BX  FAT  CLIENTE;;1;C;1;801168
10001;14/04/2025;1296;3;1;14/04/2025;367,25;;163098;1;C;1;801302
10001;14/04/2025;994;3;1;14/04/2025;252;CREDITO BX  FAT  CLIENTE;;1;C;1;802772
10001;15/04/2025;994;3;1;15/04/2025;656;CREDITO BX  FAT  CLIENTE;;1;C;1;801823
10001;15/04/2025;994;3;1;15/04/2025;125;CREDITO BX  FAT  CLIENTE;;1;C;1;801975
10001;15/04/2025;994;3;1;15/04/2025;612,19;CREDITO BX  FAT  CLIENTE;;1;C;1;801977
10001;15/04/2025;910;3;1;15/04/2025;130,05;40 199 1 TAM LINHAS;;1;D;1;802204
10001;15/04/2025;910;3;1;15/04/2025;104,7;40 548 1 TAM LINHAS;;1;D;1;802205
10001;15/04/2025;1296;3;1;15/04/2025;88,25;;163208;1;C;1;802415
10001;15/04/2025;910;3;1;15/04/2025;60;5 981 1 CARTAO DE CR;;1;D;1;802658
10001;15/04/2025;910;3;1;15/04/2025;142,51;170 3 ITOTAL;;1;D;1;802671
10001;15/04/2025;910;3;1;15/04/2025;199,84;608 651 3 GIGANTEC C;;1;D;1;802676
10001;15/04/2025;910;3;1;15/04/2025;681,96;556 1 CARTAO DE CRED;;1;D;1;802691
10001;15/04/2025;910;3;1;15/04/2025;2499;4 582 1 CARTAO DE CR;;1;D;1;802693
10001;15/04/2025;910;3;1;15/04/2025;49,59;6 565 1 CARTAO DE CR;;1;D;1;802702
10001;15/04/2025;910;3;1;15/04/2025;765;46 985 2 CARTAO CAIX;;1;D;1;802798
10001;15/04/2025;910;3;1;15/04/2025;108,06;29 857 2 TAM LINHAS;;1;D;1;810013
10001;15/04/2025;910;3;1;15/04/2025;575,48;5 559 3 CARTAO DE CR;;1;D;1;811850
10001;15/04/2025;1040;3;1;15/04/2025;182,24;100246346 VISA VISA ELECTRON CREDITO DE CARTAO;177646;1;C;1;865167
10001;16/04/2025;511;3;1;16/04/2025;3242,75;RECEB  COB  BANCARIA;47;1;C;1;802066
10001;16/04/2025;994;3;1;16/04/2025;252;CREDITO BX  FAT  CLIENTE;;1;C;1;802614
10001;16/04/2025;994;3;1;16/04/2025;129;CREDITO BX  FAT  CLIENTE;;1;C;1;802617
10001;16/04/2025;994;3;1;16/04/2025;3927;CREDITO BX  FAT  CLIENTE;;1;C;1;803207
10001;16/04/2025;1296;3;1;16/04/2025;6,54;;163555;1;C;1;803423
10001;16/04/2025;1040;3;1;16/04/2025;47,48;100246346 MASTERCARD MAESTRO CREDITO DE CARTAO;177647;1;C;1;865168
10001;17/04/2025;994;3;1;17/04/2025;147,07;CREDITO BX  FAT  CLIENTE;;1;C;1;805236
10001;17/04/2025;910;3;1;17/04/2025;119;4 598 5 MAQ LAREM MA;;1;D;1;805675
10001;17/04/2025;910;3;1;17/04/2025;179,01;9 565 4 HAPVIDA ASSI;;1;D;1;805678
10001;17/04/2025;910;3;1;17/04/2025;830;986 256 526 2 SULTS;;1;D;1;805682
10001;17/04/2025;910;3;1;17/04/2025;1170,26;224 692 2 NOVAPELLI;;1;D;1;805684
10001;17/04/2025;910;3;1;17/04/2025;2984;18 805 1 OSASUNA PAR;;1;D;1;805687
10001;17/04/2025;910;3;1;17/04/2025;17020,16;75 313 3 AN INDUSTRI;;1;D;1;805695
10001;17/04/2025;994;3;1;17/04/2025;1082,05;CREDITO BX  FAT  CLIENTE;;1;C;1;822493
10001;17/04/2025;1040;3;1;17/04/2025;156,95;100651755 ELO CREDITO DE CARTAO;187832;1;C;1;904780
10001;22/04/2025;994;3;1;22/04/2025;40;CREDITO BX  FAT  CLIENTE;;1;C;1;805998
10001;22/04/2025;1296;3;1;22/04/2025;9,25;;164248;1;C;1;806152
10001;22/04/2025;1040;3;1;22/04/2025;177,59;100651755 MASTERCARD MAESTRO CREDITO DE CARTAO;187835;1;C;1;904783
10001;22/04/2025;1040;3;1;22/04/2025;236,12;100651755 VISA VISA ELECTRON CREDITO DE CARTAO;187836;1;C;1;904784
10001;23/04/2025;994;3;1;23/04/2025;1259,13;CREDITO BX  FAT  CLIENTE;;1;C;1;806516
10001;23/04/2025;994;3;1;23/04/2025;141,37;CREDITO BX  FAT  CLIENTE;;1;C;1;806663
10001;23/04/2025;994;3;1;23/04/2025;437;CREDITO BX  FAT  CLIENTE;;1;C;1;806714
10001;23/04/2025;910;3;1;23/04/2025;321,49;15 202 9 ENERGISA PA;;1;D;1;806838
10001;23/04/2025;910;3;1;23/04/2025;795,44;1 102 9 ENERGISA PAR;;1;D;1;806839
10001;24/04/2025;994;3;1;24/04/2025;46,18;CREDITO BX  FAT  CLIENTE;;1;C;1;807571
10001;24/04/2025;1040;3;1;24/04/2025;41079,74;85314307 MASTERCARD MAESTRO CREDITO DE CARTAO;164691;1;C;1;807826
10001;24/04/2025;1040;3;1;24/04/2025;1764,4;85314307 ELO CREDITO DE CARTAO;164694;1;C;1;807829
10001;24/04/2025;1296;3;1;24/04/2025;20,89;;164528;1;C;1;808053
10001;24/04/2025;1296;3;1;24/04/2025;7,17;;164553;1;C;1;808060
10001;25/04/2025;994;3;1;25/04/2025;159;CREDITO BX  FAT  CLIENTE;;1;C;1;807774
10001;25/04/2025;910;3;1;25/04/2025;13,9;4 558 1 CARTAO DE CR;;1;D;1;811245
10001;25/04/2025;910;3;1;25/04/2025;17,48;3 564 6 CARTAO DE CR;;1;D;1;811279
10001;25/04/2025;910;3;1;25/04/2025;21,6;37 581 7 RB CADEIRAS;;1;D;1;811282
10001;28/04/2025;994;3;1;28/04/2025;112,86;CREDITO BX  FAT  CLIENTE;;1;C;1;810127
10001;28/04/2025;994;3;1;28/04/2025;169,87;CREDITO BX  FAT  CLIENTE;;1;C;1;810128
10001;28/04/2025;910;3;1;28/04/2025;628,4;127 675 1 ACT COMERC;;1;D;1;810441
10001;28/04/2025;910;3;1;28/04/2025;18,7;668 1 CARTAO DEBITO;;1;D;1;810676
10001;29/04/2025;994;3;1;29/04/2025;372;CREDITO BX  FAT  CLIENTE;;1;C;1;810798
10001;29/04/2025;994;3;1;29/04/2025;298,68;CREDITO BX  FAT  CLIENTE;;1;C;1;810883
10001;29/04/2025;994;3;1;29/04/2025;192,66;CREDITO BX  FAT  CLIENTE;;1;C;1;810951
10001;29/04/2025;910;3;1;29/04/2025;65;41 173 1 TAM LINHAS;;1;D;1;811171
10001;29/04/2025;910;3;1;29/04/2025;55;41 058 1 TAM LINHAS;;1;D;1;811174
10001;29/04/2025;910;3;1;29/04/2025;55;41 329 1 TAM LINHAS;;1;D;1;811178
10001;29/04/2025;910;3;1;29/04/2025;55;41 421 1 TAM LINHAS;;1;D;1;811180
10001;30/04/2025;1040;3;1;30/04/2025;189,53;85314307 VISA VISA ELECTRON CREDITO DE CARTAO;165412;1;C;1;811045
10001;30/04/2025;994;3;1;30/04/2025;318;CREDITO BX  FAT  CLIENTE;;1;C;1;811426
10001;30/04/2025;994;3;1;30/04/2025;152,76;CREDITO BX  FAT  CLIENTE;;1;C;1;811879
10001;30/04/2025;994;3;1;30/04/2025;344,65;CREDITO BX  FAT  CLIENTE;;1;C;1;811880
10001;02/05/2025;994;3;1;02/05/2025;53,58;CREDITO BX  FAT  CLIENTE;;1;C;1;812579
10001;02/05/2025;910;3;1;02/05/2025;292;5 462 318 20 ROCHA S;;1;D;1;814058
10001;02/05/2025;910;3;1;02/05/2025;1026,66;7 948 1 REALLABEL CO;;1;D;1;814060
10001;02/05/2025;910;3;1;02/05/2025;6857,17;331 768 1 TEXTIL REN;;1;D;1;814063
10001;02/05/2025;910;3;1;02/05/2025;400;559 1 BEE TECNOLOGIA;;1;D;1;814120
10001;02/05/2025;1296;3;1;02/05/2025;218,81;;165692;1;C;1;814639
10001;03/05/2025;994;3;1;03/05/2025;155,31;CREDITO BX  FAT  CLIENTE;;1;C;1;813932
10001;03/05/2025;994;3;1;03/05/2025;242,82;CREDITO BX  FAT  CLIENTE;;1;C;1;813933
10001;05/05/2025;1296;3;1;05/05/2025;188,25;;166192;1;C;1;815043
10001;05/05/2025;994;3;1;05/05/2025;424;CREDITO BX  FAT  CLIENTE;;1;C;1;815132
10001;05/05/2025;994;3;1;05/05/2025;504;CREDITO BX  FAT  CLIENTE;;1;C;1;815133
10001;05/05/2025;994;3;1;05/05/2025;882;CREDITO BX  FAT  CLIENTE;;1;C;1;817465
10001;05/05/2025;1040;3;1;05/05/2025;496,35;100651755 MASTERCARD MAESTRO CREDITO DE CARTAO;172645;1;C;1;843624
10001;05/05/2025;1040;3;1;05/05/2025;95,98;100651755 HIPERCARD CREDITO DE CARTAO;177597;1;C;1;865097
10001;05/05/2025;994;3;1;05/05/2025;679;CREDITO BX  FAT  CLIENTE;;1;C;1;865531
10001;06/05/2025;994;3;1;06/05/2025;33,64;CREDITO BX  FAT  CLIENTE;;1;C;1;815611
10001;06/05/2025;910;3;1;06/05/2025;20897,7;271 6 MAILSON FRANCI;;1;D;1;815801
10001;06/05/2025;1296;3;1;06/05/2025;99,25;;166361;1;C;1;816336
10001;06/05/2025;1296;3;1;06/05/2025;649,25;;166436;1;C;1;816348
10001;06/05/2025;1040;3;1;06/05/2025;13146,03;85314307 MASTERCARD MAESTRO CREDITO DE CARTAO;166843;1;C;1;817129
10001;06/05/2025;1040;3;1;06/05/2025;330,95;85314307 ELO CREDITO DE CARTAO;166846;1;C;1;817132
10001;06/05/2025;910;3;1;06/05/2025;100;659 1 CARTAO DEBITO;;1;D;1;819565
10001;07/05/2025;994;3;1;07/05/2025;170;CREDITO BX  FAT  CLIENTE;;1;C;1;816406
10001;07/05/2025;1296;3;1;07/05/2025;108,05;;166610;1;C;1;817062
10001;07/05/2025;1296;3;1;07/05/2025;368,25;;166608;1;C;1;817074
10001;07/05/2025;1296;3;1;07/05/2025;99,25;;166619;1;C;1;817077
10001;07/05/2025;994;3;1;07/05/2025;441,75;CREDITO BX  FAT  CLIENTE;;1;C;1;817150
10001;08/05/2025;994;3;1;08/05/2025;145,92;CREDITO BX  FAT  CLIENTE;;1;C;1;817117
10001;08/05/2025;1040;3;1;08/05/2025;9,92;100506496 VISA VISA ELECTRON CREDITO DE CARTAO;172651;1;C;1;843630
10001;09/05/2025;994;3;1;09/05/2025;12,94;CREDITO BX  FAT  CLIENTE;;1;C;1;817279
10001;09/05/2025;910;3;1;09/05/2025;257,42;348 1 UNBOX EMBALAGE;;1;D;1;819234
10001;09/05/2025;910;3;1;09/05/2025;2440;10 069 2 EGRAF EMPRE;;1;D;1;819237
10001;09/05/2025;910;3;1;09/05/2025;1150;38 577 1 UNIGRAFICA;;1;D;1;819238
10001;09/05/2025;1296;3;1;09/05/2025;54,25;;166933;1;C;1;819260
10001;09/05/2025;1040;3;1;09/05/2025;132,15;100506496 MASTERCARD MAESTRO CREDITO DE CARTAO;172652;1;C;1;843631
10001;10/05/2025;994;3;1;10/05/2025;319,78;CREDITO BX  FAT  CLIENTE;;1;C;1;818185
10001;10/05/2025;994;3;1;10/05/2025;159;CREDITO BX  FAT  CLIENTE;;1;C;1;818796
10001;10/05/2025;994;3;1;10/05/2025;189,72;CREDITO BX  FAT  CLIENTE;;1;C;1;819188
10001;10/05/2025;994;3;1;10/05/2025;298;CREDITO BX  FAT  CLIENTE;;1;C;1;819191
10001;12/05/2025;1296;3;1;12/05/2025;109,25;;167059;1;C;1;819283
10001;12/05/2025;1296;3;1;12/05/2025;169,25;;167098;1;C;1;819293
10001;12/05/2025;910;3;1;12/05/2025;224,09;563 325 896 20 COMPA;;1;D;1;820108
10001;12/05/2025;994;3;1;12/05/2025;256;CREDITO BX  FAT  CLIENTE;;1;C;1;820874
10001;12/05/2025;1040;3;1;12/05/2025;252;100651755 MASTERCARD MAESTRO CREDITO DE CARTAO;177781;1;C;1;865308
10001;13/05/2025;994;3;1;13/05/2025;154,28;CREDITO BX  FAT  CLIENTE;;1;C;1;820711
10001;13/05/2025;910;3;1;13/05/2025;148,24;498 1 DALILA;;1;D;1;820718
10001;13/05/2025;910;3;1;13/05/2025;31385,64;8 954 3 MEDTEXTIL IM;;1;D;1;820724
10001;13/05/2025;1040;3;1;13/05/2025;193,82;100506496 VISA VISA ELECTRON CREDITO DE CARTAO;177604;1;C;1;865104
10001;14/05/2025;994;3;1;14/05/2025;50,74;CREDITO BX  FAT  CLIENTE;;1;C;1;821132
10001;14/05/2025;1296;3;1;14/05/2025;778,25;;167770;1;C;1;821395
10001;14/05/2025;1296;3;1;14/05/2025;83,8;;167695;1;C;1;821396
10001;14/05/2025;1296;3;1;14/05/2025;140,25;;167791;1;C;1;821402
10001;14/05/2025;910;3;1;14/05/2025;4125,83;75 200 3 AN INDUSTRI;;1;D;1;821426
10001;14/05/2025;910;3;1;14/05/2025;2961,39;56 562 6 TOTVS S A;;1;D;1;821428
10001;14/05/2025;910;3;1;14/05/2025;1432,74;375 1 ELIAN INDUSTRI;;1;D;1;821437
10001;14/05/2025;910;3;1;14/05/2025;100;9 998 1 CARTAO DEBIT;;1;D;1;822368
10001;14/05/2025;1040;3;1;14/05/2025;277,79;100651755 VISA VISA ELECTRON CREDITO DE CARTAO;172657;1;C;1;843636
10001;15/05/2025;1040;3;1;15/05/2025;37019,7;85314307 MASTERCARD MAESTRO CREDITO DE CARTAO;167913;1;C;1;822245
10001;15/05/2025;1040;3;1;15/05/2025;11594,22;85314307 VISA VISA ELECTRON CREDITO DE CARTAO;167914;1;C;1;822247
10001;15/05/2025;1040;3;1;15/05/2025;1185,85;85314307 ELO CREDITO DE CARTAO;167915;1;C;1;822248
10001;15/05/2025;910;3;1;15/05/2025;22,73;29 810 5 TECNOVOS IM;;1;D;1;824227
10001;15/05/2025;910;3;1;15/05/2025;36,52;29 165 6 TECNOVOS IM;;1;D;1;824229
10001;15/05/2025;910;3;1;15/05/2025;119,9;30 379 1 OSWORLD LTD;;1;D;1;824238
10001;15/05/2025;910;3;1;15/05/2025;140;6 865 1 CARTAO DE CR;;1;D;1;824241
10001;15/05/2025;910;3;1;15/05/2025;219,67;586 3 CARTAO DE CRED;;1;D;1;824248
10001;15/05/2025;910;3;1;15/05/2025;110,45;3 533 1 WNU COMERCIO;;1;D;1;825025
10001;16/05/2025;910;3;1;16/05/2025;280;559 1 FRANCINALDO PE;;1;D;1;823825
10001;16/05/2025;910;3;1;16/05/2025;55;42 025 1 TAM LINHAS;;1;D;1;823839
10001;16/05/2025;910;3;1;16/05/2025;126,99;58 265 4 CARTAO CAIX;;1;D;1;824195
10001;16/05/2025;910;3;1;16/05/2025;154,44;197 431 7 TECNOPAR T;;1;D;1;824196
10001;16/05/2025;910;3;1;16/05/2025;765;46 985 3 CARTAO CAIX;;1;D;1;824198
10001;16/05/2025;910;3;1;16/05/2025;556,64;6 983 1 CARTAO DE CR;;1;D;1;824286
10001;16/05/2025;910;3;1;16/05/2025;97,75;41 110 1 PUT PUT COM;;1;D;1;836203
10001;16/05/2025;910;3;1;16/05/2025;82,52;191 247 1 CREATIVE C;;1;D;1;836204
10001;17/05/2025;994;3;1;17/05/2025;217,32;CREDITO BX  FAT  CLIENTE;;1;C;1;823309
10001;17/05/2025;994;3;1;17/05/2025;1575,05;CREDITO BX  FAT  CLIENTE;;1;C;1;824778
10001;19/05/2025;1296;3;1;19/05/2025;279,5;;168369;1;C;1;824496
10001;19/05/2025;1296;3;1;19/05/2025;97,25;;168357;1;C;1;824502
10001;19/05/2025;910;3;1;19/05/2025;60,08;9 359 1 EGRAF EMPREE;;1;D;1;824625
10001;19/05/2025;910;3;1;19/05/2025;59,22;459 3 BRADESCO AUTO;;1;D;1;824632
10001;19/05/2025;1040;3;1;19/05/2025;149,55;100651755 ELO CREDITO DE CARTAO;177614;1;C;1;865114
10001;20/05/2025;910;3;1;20/05/2025;864,57;13 215 22 ELITE CONS;;1;D;1;825360
10001;20/05/2025;910;3;1;20/05/2025;830;986 256 526 3 SULTS;;1;D;1;825361
10001;20/05/2025;1296;3;1;20/05/2025;156,54;;168563;1;C;1;825683
10001;20/05/2025;1040;3;1;20/05/2025;155,65;100651755 VISA VISA ELECTRON CREDITO DE CARTAO;177618;1;C;1;865118
10001;21/05/2025;910;3;1;21/05/2025;48900,75;559 1 D W DE BRITO C;;1;D;1;825418
10001;21/05/2025;994;3;1;21/05/2025;147,63;CREDITO BX  FAT  CLIENTE;;1;C;1;826002
10001;21/05/2025;910;3;1;21/05/2025;39,04;6 934 1 MALHAS MENEG;;1;D;1;826179
10001;21/05/2025;910;3;1;21/05/2025;365,72;193 934 11 COMPANHIA;;1;D;1;826180
10001;21/05/2025;910;3;1;21/05/2025;176,06;693 1 CARTAO DEBITO;;1;D;1;831717
10001;22/05/2025;994;3;1;22/05/2025;170;CREDITO BX  FAT  CLIENTE;;1;C;1;826740
10001;22/05/2025;910;3;1;22/05/2025;4919,48;256 3 MAILSON FRANCI;;1;D;1;826763
10001;22/05/2025;910;3;1;22/05/2025;2100;4 582 4 CLAUDIO MIGU;;1;D;1;826764
10001;22/05/2025;1296;3;1;22/05/2025;148,25;;168902;1;C;1;826816
10001;22/05/2025;910;3;1;22/05/2025;199,99;6 311 1 EBANX PAGAME;;1;D;1;826844
10001;23/05/2025;1040;3;1;23/05/2025;432,35;85314307 ELO CREDITO DE CARTAO;168920;1;C;1;826806
10001;23/05/2025;994;3;1;23/05/2025;163,59;CREDITO BX  FAT  CLIENTE;;1;C;1;827555
10001;23/05/2025;994;3;1;23/05/2025;1500;CREDITO BX  FAT  CLIENTE;;1;C;1;827556
10001;23/05/2025;994;3;1;23/05/2025;347;CREDITO BX  FAT  CLIENTE;;1;C;1;827559
10001;23/05/2025;994;3;1;23/05/2025;1934,18;CREDITO BX  FAT  CLIENTE;;1;C;1;827611
10001;23/05/2025;910;3;1;23/05/2025;24,41;2 755 10 ENERGISA PA;;1;D;1;828655
10001;23/05/2025;910;3;1;23/05/2025;24,41;2 517 10 ENERGISA PA;;1;D;1;828656
10001;23/05/2025;910;3;1;23/05/2025;824,61;1 102 10 ENERGISA PA;;1;D;1;828659
10001;23/05/2025;910;3;1;23/05/2025;168;559 1 ROSAS E FARIAS;;1;D;1;828666
10001;23/05/2025;994;3;1;23/05/2025;287;CREDITO BX  FAT  CLIENTE;;1;C;1;828926
10001;24/05/2025;994;3;1;24/05/2025;40;CREDITO BX  FAT  CLIENTE;;1;C;1;828007
10001;24/05/2025;994;3;1;24/05/2025;640,24;CREDITO BX  FAT  CLIENTE;;1;C;1;828011
10001;24/05/2025;994;3;1;24/05/2025;585,85;CREDITO BX  FAT  CLIENTE;;1;C;1;828020
10001;24/05/2025;994;3;1;24/05/2025;215,14;CREDITO BX  FAT  CLIENTE;;1;C;1;828677
10001;26/05/2025;1299;3;1;26/05/2025;915,58;85314307 AJUSTE 9992;12349153;1;C;1;814504
10001;26/05/2025;1299;3;1;26/05/2025;597,75;85314307 AJUSTE 9992;53849457;1;C;1;814508
10001;26/05/2025;1040;3;1;26/05/2025;76,02;85314307 MASTERCARD MAESTRO CREDITO DE CARTAO;169429;1;C;1;828604
10001;26/05/2025;1296;3;1;26/05/2025;62,25;;169636;1;C;1;829682
10001;26/05/2025;1040;3;1;26/05/2025;294,65;100651755 MASTERCARD MAESTRO CREDITO DE CARTAO;187871;1;C;1;904819
10001;26/05/2025;1040;3;1;26/05/2025;77,98;100651755 ELO CREDITO DE CARTAO;187872;1;C;1;904820
10001;26/05/2025;1299;3;1;26/05/2025;212,47;85314307 AJUSTE 9992;74730394;1;C;1;904905
10001;26/05/2025;1299;3;1;26/05/2025;162,97;85314307 AJUSTE 9992;96649468;1;C;1;904913
10001;27/05/2025;994;3;1;27/05/2025;170;CREDITO BX  FAT  CLIENTE;;1;C;1;836330
10001;27/05/2025;1040;3;1;27/05/2025;147,82;100651755 MASTERCARD MAESTRO CREDITO DE CARTAO;187873;1;C;1;904821
10001;27/05/2025;1299;3;1;27/05/2025;172,31;85314307 AJUSTE 9992;44549382;1;C;1;904918
10001;27/05/2025;1299;3;1;27/05/2025;117,42;85314307 AJUSTE 9992;88129223;1;C;1;904920
10001;28/05/2025;994;3;1;28/05/2025;18,61;CREDITO BX  FAT  CLIENTE;;1;C;1;831131
10001;28/05/2025;910;3;1;28/05/2025;417;85 656 565 3 GEOVEND;;1;D;1;831194
10001;28/05/2025;1040;3;1;28/05/2025;8713,45;85314307 ELO CREDITO DE CARTAO;170686;1;C;1;834430
10001;28/05/2025;910;3;1;28/05/2025;1142,52;626 161 1 SECRETARIA;;1;D;1;835420
10001;29/05/2025;994;3;1;29/05/2025;141,98;CREDITO BX  FAT  CLIENTE;;1;C;1;831809
10001;29/05/2025;994;3;1;29/05/2025;72,96;CREDITO BX  FAT  CLIENTE;;1;C;1;831814
10001;29/05/2025;994;3;1;29/05/2025;2136,42;CREDITO BX  FAT  CLIENTE;;1;C;1;831815
10001;29/05/2025;910;3;1;29/05/2025;95023,33;75 176 3 AN INDUSTRI;;1;D;1;831996
10001;29/05/2025;1296;3;1;29/05/2025;208,25;;170149;1;C;1;832387
10001;29/05/2025;1296;3;1;29/05/2025;292,25;;170019;1;C;1;832390
10001;29/05/2025;1040;3;1;29/05/2025;145,9;100506496 VISA VISA ELECTRON CREDITO DE CARTAO;175719;1;C;1;857565
10001;29/05/2025;1040;3;1;29/05/2025;188,96;100651755 VISA VISA ELECTRON CREDITO DE CARTAO;175722;1;C;1;857568
10001;29/05/2025;1040;3;1;29/05/2025;77,2;100651755 AMEX CREDITO DE CARTAO;175723;1;C;1;857569
10001;30/05/2025;1299;3;1;30/05/2025;212,17;86796240 AJUSTE 9992;4549927;1;C;1;814526
10001;30/05/2025;910;3;1;30/05/2025;897,2;7 498 6 HUMANA ASSIS;;1;D;1;834070
10001;30/05/2025;1296;3;1;30/05/2025;227,9;;170346;1;C;1;834330
10001;30/05/2025;910;3;1;30/05/2025;34,36;42 327 1 TAM LINHAS;;1;D;1;852446
10001;30/05/2025;910;3;1;30/05/2025;34,36;42 746 1 TAM LINHAS;;1;D;1;852450
10001;30/05/2025;910;3;1;30/05/2025;117,58;42 892 1 TAM LINHAS;;1;D;1;852465
10001;30/05/2025;1040;3;1;30/05/2025;77,84;100651755 VISA VISA ELECTRON CREDITO DE CARTAO;174576;1;C;1;852811
10001;30/05/2025;1299;3;1;30/05/2025;276,89;85314307 AJUSTE 9992;42132641;1;C;1;904929
10001;31/05/2025;994;3;1;31/05/2025;149;CREDITO BX  FAT  CLIENTE;;1;C;1;833570
10001;02/06/2025;994;3;1;02/06/2025;141,93;CREDITO BX  FAT  CLIENTE;;1;C;1;834083
10001;02/06/2025;994;3;1;02/06/2025;367;CREDITO BX  FAT  CLIENTE;;1;C;1;834639
10001;02/06/2025;1296;3;1;02/06/2025;345,25;;170633;1;C;1;835069
10001;02/06/2025;994;3;1;02/06/2025;270;CREDITO BX  FAT  CLIENTE;;1;C;1;835960
10001;02/06/2025;994;3;1;02/06/2025;193,23;CREDITO BX  FAT  CLIENTE;;1;C;1;836371
10001;02/06/2025;910;3;1;02/06/2025;82404,45;652 1 FOLHA DE PAGAM;;1;D;1;837925
10001;02/06/2025;910;3;1;02/06/2025;11533,73;4 591 1 FOLHA DE PAG;;1;D;1;837930
10001;02/06/2025;1299;3;1;02/06/2025;52,32;85314307 AJUSTE 9992;71749226;1;C;1;904935
10001;02/06/2025;1299;3;1;02/06/2025;344,53;85314307 AJUSTE 9992;39249421;1;C;1;904936
10001;03/06/2025;994;3;1;03/06/2025;125,74;CREDITO BX  FAT  CLIENTE;;1;C;1;835654
10001;03/06/2025;1296;3;1;03/06/2025;188,2;;170943;1;C;1;835866
10001;03/06/2025;1296;3;1;03/06/2025;189,79;;170886;1;C;1;835868
10001;03/06/2025;1296;3;1;03/06/2025;203,52;;170830;1;C;1;835878
10001;03/06/2025;1296;3;1;03/06/2025;140,7;;170901;1;C;1;835880
10001;03/06/2025;1040;3;1;03/06/2025;209,37;100651755 MASTERCARD MAESTRO CREDITO DE CARTAO;172984;1;C;1;844807
10001;04/06/2025;994;3;1;04/06/2025;859,05;CREDITO BX  FAT  CLIENTE;;1;C;1;837809
10001;05/06/2025;994;3;1;05/06/2025;164,17;CREDITO BX  FAT  CLIENTE;;1;C;1;837332
10001;05/06/2025;994;3;1;05/06/2025;209,79;CREDITO BX  FAT  CLIENTE;;1;C;1;837429
10001;05/06/2025;994;3;1;05/06/2025;10;CREDITO BX  FAT  CLIENTE;;1;C;1;837765
10001;05/06/2025;994;3;1;05/06/2025;2034,48;CREDITO BX  FAT  CLIENTE;;1;C;1;837801
10001;05/06/2025;1296;3;1;05/06/2025;292,71;;171195;1;C;1;838095
10001;05/06/2025;1040;3;1;05/06/2025;194,65;100506496 MASTERCARD MAESTRO CREDITO DE CARTAO;172992;1;C;1;844821
10001;05/06/2025;1040;3;1;05/06/2025;335,33;101436602 MASTERCARD MAESTRO CREDITO DE CARTAO;172994;1;C;1;844823
10001;06/06/2025;994;3;1;06/06/2025;85;CREDITO BX  FAT  CLIENTE;;1;C;1;838537
10001;06/06/2025;994;3;1;06/06/2025;88,33;CREDITO BX  FAT  CLIENTE;;1;C;1;839280
10001;06/06/2025;994;3;1;06/06/2025;124,2;CREDITO BX  FAT  CLIENTE;;1;C;1;839289
